Timestamp,Streamer,Viewers,Language,Game,Tags,First Message Sent,First Message Timestamp,First Reply,First Reply Timestamp,Second Message Sent,Second Reply,Second Reply Timestamp,Socials,Abandoned,Timeout
2025-03-26 19:07:55,VALORANT_EMEA,11735,en,VALORANT,"['Esports', 'English', 'VALORANT', 'VCT', 'VALORANTEurope', 'VCTEMEA']"
2025-03-26 19:08:32,MRLUST,470,en,Fortnite,"['xqc', 'kaicenat', 'ASMR', 'English', 'Fortnite', 'KingsLeague', 'Asmongold', 'valorant', 'minecraft', 'dota2']"
