Timestamp,Streamer,Viewers,Language,Game,Tags,First Message Sent,First Message Timestamp,First Reply,First Reply Timestamp,Second Message Sent,Second Reply,Second Reply Timestamp,Socials,Abandoned
2025-03-26 16:41:55,apothicdecay,2291,en,Just Chatting,"['English', 'nonbinary', 'Elf', 'ADHD', 'laurencohan', 'Skyrim', 'minecraft', 'LGBTQIA', 'Zelda', 'VanLife']"
2025-03-26 16:41:55,iskall85,2041,en,Minecraft,"['English', 'minecraft', 'iskall85', 'vaulthunters', 'drops', 'ViewerRewards']"
